1,3404.0
2,4291.0
3,2323.0
4,1946.0
5,325.0
6,1492.0
7,968.0
8,1840.0
9,1991.0
10,2168.0
11,1675.0
12,2197.0
13,1610.0
14,1289.0
15,1522.0
16,1012.0
17,2386.0
18,2156.0
19,3136.0
20,1619.0
21,1877.0
22,2013.0
23,2296.0
24,1259.0
25,2190.0
26,1659.0
27,2913.0
28,2097.0
29,1713.0
30,1379.0
31,1522.0
32,1033.0
33,2276.0
34,1934.0
35,1952.0
36,1668.0
37,1894.0
38,1539.0
39,1738.0
40,1486.0
41,2161.0
42,1319.0
43,1752.0
44,1456.0
45,1274.0
46,1836.0
47,1745.0
48,1979.0
49,2021.0
50,1558.0
51,1545.0
52,1776.0
53,2188.0
54,1608.0
55,1250.0
56,2207.0
57,2125.0
58,1698.0
59,2106.0
60,1946.0
61,1367.0
62,1725.0
63,1852.0
64,1685.0
65,2109.0
66,1844.0
67,1796.0
68,2024.0
69,1956.0
70,1616.0
71,1463.0
72,1666.0
73,1973.0
74,1655.0
75,1888.0
76,1718.0
77,2256.0
78,1885.0
79,2397.0
80,1532.0
81,2259.0
82,1973.0
83,1964.0
84,1354.0
85,1750.0
86,1571.0
87,1827.0
88,1525.0
89,1655.0
90,1944.0
91,1817.0
92,1849.0
93,1663.0
94,1872.0
95,1723.0
96,1660.0
97,1664.0
98,2495.0
99,1967.0
100,2182.0
101,1443.0
102,1801.0
103,1864.0
104,1778.0
105,1942.0
106,1643.0
107,1456.0
108,1463.0
109,1683.0
110,1514.0
111,1617.0
112,2043.0
113,1836.0
114,1654.0
115,1943.0
116,1773.0
117,1796.0
118,1701.0
119,1528.0
120,1880.0
121,1892.0
122,2144.0
123,1775.0
124,1859.0
125,1809.0
126,1794.0
127,1717.0
128,1702.0
129,1861.0
130,1853.0
131,2119.0
132,2049.0
133,1694.0
134,1660.0
135,1742.0
136,1619.0
137,2022.0
138,1754.0
139,1902.0
140,2123.0
141,1989.0
142,1652.0
143,1754.0
144,1514.0
145,2017.0
146,1927.0
147,1519.0
148,1888.0
149,1932.0
150,1423.0
151,1868.0
152,2193.0
153,1653.0
154,1685.0
155,1980.0
156,1823.0
157,1465.0
158,1852.0
159,1830.0
160,1865.0
161,1391.0
162,1855.0
163,1820.0
164,1887.0
165,1760.0
166,1806.0
167,1608.0
168,1696.0
169,1942.0
170,1996.0
171,2073.0
172,2091.0
173,1693.0
174,1674.0
175,1837.0
176,1992.0
177,1663.0
178,1642.0
179,1564.0
180,1755.0
181,1657.0
182,1905.0
183,1633.0
184,1666.0
185,1809.0
186,1703.0
187,1436.0
188,2059.0
189,1985.0
190,1851.0
191,1529.0
192,1969.0
193,2137.0
194,1399.0
195,1710.0
196,1841.0
197,1637.0
198,1849.0
199,2058.0
200,1730.0
201,1721.0
202,1982.0
203,2067.0
204,2016.0
205,1687.0
206,1960.0
207,1709.0
208,1817.0
209,1574.0
210,1821.0
211,1886.0
212,1926.0
213,1839.0
214,1921.0
215,1493.0
216,1592.0
217,1855.0
218,1519.0
219,1731.0
220,1574.0
221,1817.0
222,1862.0
223,1727.0
224,1679.0
225,1950.0
226,1743.0
227,1887.0
228,1782.0
229,1877.0
230,1888.0
231,1575.0
232,1696.0
233,1772.0
234,1855.0
235,1865.0
236,1844.0
237,1834.0
238,1959.0
239,1597.0
240,1719.0
241,1849.0
242,1939.0
243,1662.0
244,2040.0
245,1674.0
246,1566.0
247,1762.0
248,1683.0
249,1950.0
250,1609.0
251,1795.0
252,1716.0
253,1739.0
254,1672.0
255,1689.0
256,1638.0
257,1945.0
258,1814.0
259,1802.0
260,1925.0
261,1769.0
262,1843.0
263,1873.0
264,1479.0
265,1691.0
266,1791.0
267,1826.0
268,1711.0
269,1935.0
270,1718.0
271,1943.0
272,1827.0
273,1864.0
274,1610.0
275,1759.0
276,1708.0
277,1713.0
278,1991.0
279,1810.0
280,1703.0
281,1656.0
282,1680.0
283,2060.0
284,1689.0
285,1844.0
286,1858.0
287,1678.0
288,1779.0
289,1882.0
290,1691.0
291,1585.0
292,1736.0
293,1683.0
294,1796.0
295,1680.0
296,2009.0
297,1798.0
298,1687.0
299,1626.0
300,1611.0
301,1543.0
302,1676.0
303,1791.0
304,1980.0
305,2139.0
306,2163.0
307,1667.0
308,1696.0
309,1816.0
310,1758.0
311,2101.0
312,1620.0
313,1586.0
314,1788.0
315,1781.0
316,1719.0
317,1831.0
318,2186.0
319,1991.0
320,1969.0
321,1801.0
322,1740.0
323,1727.0
324,1775.0
325,1745.0
326,1746.0
327,1876.0
328,1849.0
329,1727.0
330,1763.0
331,1997.0
332,1660.0
333,1614.0
334,1680.0
335,1769.0
336,1724.0
337,1853.0
338,1930.0
339,1928.0
340,1997.0
341,1656.0
342,2001.0
343,1797.0
344,2231.0
345,2000.0
346,1852.0
347,1533.0
348,1828.0
349,1610.0
350,1881.0
351,1814.0
352,1695.0
353,1878.0
354,1739.0
355,1760.0
356,1788.0
357,1786.0
358,1693.0
359,1756.0
360,1736.0
361,2090.0
362,1737.0
363,1639.0
364,1804.0
365,1877.0
366,1800.0
367,2022.0
368,2045.0
369,1780.0
370,1652.0
371,1860.0
372,1719.0
373,1669.0
374,2061.0
375,1869.0
376,1858.0
377,1750.0
378,1708.0
379,1543.0
380,1710.0
381,1628.0
382,1974.0
383,1774.0
384,1823.0
385,1732.0
386,1686.0
387,1643.0
388,1696.0
389,1852.0
390,1881.0
391,1676.0
392,1684.0
393,1689.0
394,1730.0
395,1789.0
396,1592.0
397,1869.0
398,1678.0
399,1969.0
400,1873.0
401,1635.0
402,1739.0
403,1853.0
404,1806.0
405,1677.0
406,1835.0
407,1746.0
408,1787.0
409,1951.0
410,1699.0
411,1824.0
412,1702.0
413,1817.0
414,1816.0
415,1721.0
416,1748.0
417,1744.0
418,1514.0
419,1739.0
420,1845.0
421,1850.0
422,1924.0
423,1847.0
424,1995.0
425,1844.0
426,1842.0
427,1974.0
428,1819.0
429,1640.0
430,1779.0
431,1879.0
432,1840.0
433,1797.0
434,1841.0
435,1714.0
436,1713.0
437,1798.0
438,1718.0
439,1865.0
440,1614.0
441,1753.0
442,1787.0
443,1733.0
444,1664.0
445,1803.0
446,1772.0
447,1794.0
448,1910.0
449,1762.0
450,1833.0
451,1760.0
452,1734.0
453,1741.0
454,1812.0
455,1800.0
456,1807.0
457,1893.0
458,1796.0
459,1658.0
460,1700.0
461,1992.0
462,1593.0
463,1756.0
464,1790.0
465,1722.0
466,1773.0
467,1823.0
468,1824.0
469,1849.0
470,1814.0
471,1920.0
472,1831.0
473,1583.0
474,1766.0
475,1797.0
476,1739.0
477,1706.0
478,1685.0
479,1699.0
480,1779.0
481,1722.0
482,1854.0
483,1715.0
484,1777.0
485,1728.0
486,1654.0
487,1671.0
488,1864.0
489,1763.0
490,1850.0
491,1642.0
492,1720.0
493,1810.0
494,1859.0
495,1960.0
496,1850.0
497,1754.0
498,1686.0
499,1830.0
500,1550.0
501,1870.0
502,1883.0
503,2014.0
504,1847.0
505,1903.0
506,1701.0
507,1626.0
508,1811.0
509,1729.0
510,1843.0
511,1807.0
512,1911.0
513,1944.0
514,1845.0
515,1658.0
516,1927.0
517,1866.0
518,1717.0
519,1860.0
520,1862.0
521,1723.0
522,1700.0
523,1614.0
524,1792.0
525,1857.0
526,1536.0
527,1610.0
528,1888.0
529,1673.0
530,1822.0
531,1905.0
532,1672.0
533,1792.0
534,1804.0
535,1769.0
536,1896.0
537,1691.0
538,1797.0
539,1670.0
540,1678.0
541,1759.0
542,1795.0
543,1798.0
544,1739.0
545,1662.0
546,1689.0
547,1809.0
548,1713.0
549,1716.0
550,1955.0
551,1852.0
552,1741.0
553,1774.0
554,1915.0
555,1788.0
556,1881.0
557,1753.0
558,1763.0
559,1777.0
560,1810.0
561,1529.0
562,1915.0
